Feature,Top Mean,Bottom Mean,tokens to include,tokens to avoid,Importance
Showing,0.0005483959418700301,0.0021935837674801205,0.25,4.0,0.0
Shows,0.002741979709350151,0.0005483959418700301,5.000000000000001,0.19999999999999998,0.0
Shutting,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Shuttle,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Side,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Sidelines,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Sideways,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Sidus,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Sierra,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Sight,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Sign,0.0005483959418700301,0.0010967918837400603,0.5,2.0,0.0
Signal,0.006032355360570332,0.003016177680285166,2.0,0.5,0.0
Signals,0.0021935837674801205,0.003016177680285166,0.7272727272727272,1.3750000000000002,0.0
Significant,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Signs,0.0010967918837400603,0.003290375651220181,0.3333333333333333,3.0,0.0
Silicon,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
Silver,0.0010967918837400603,0.0005483959418700301,2.0,0.5,0.0
Silverado,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Similarities,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Simo,0.00027419797093501506,0.0010967918837400603,0.25,4.0,0.0
Simple,0.0016451878256100905,0.0010967918837400603,1.5,0.6666666666666666,0.0
Simplify,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Simply,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Simps,0.0008225939128050452,0.0010967918837400603,0.75,1.3333333333333333,0.0
Simulated,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Since,0.0008225939128050452,0.0010967918837400603,0.75,1.3333333333333333,0.0
Singapore,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Singh,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Single,0.0013709898546750755,0.0005483959418700301,2.5000000000000004,0.39999999999999997,0.0
SingularityDAO,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Sit,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Sitdown,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Site,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Situation,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Six,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Sizes,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Skeptic,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Skills,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Skip,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Sky,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Skyrocket,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Skyrocketing,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Skyrockets,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Skyroot,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Slack,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Slams,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
SlavikCrypto,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Sleeper,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Slice,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Slightly,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Slip,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Slopes,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Slowdown,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Slowing,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Slump,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Slumps,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Small,0.0005483959418700301,0.0016451878256100905,0.3333333333333333,3.0,0.0
Smart,0.0016451878256100905,0.0016451878256100905,1.0,1.0,0.0
Smash,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Smashed,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Smiling,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Smooth,0.0005483959418700301,0.0013709898546750755,0.39999999999999997,2.5000000000000004,0.0
Snap,0.0008225939128050452,0.0010967918837400603,0.75,1.3333333333333333,0.0
Snapdeal,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Snipe,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Snowden,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Snubbing,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
So,0.0016451878256100905,0.0019193857965451055,0.8571428571428572,1.1666666666666665,0.0
SoFi,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Soaring,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Soars,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Social,0.00027419797093501506,0.003016177680285166,0.0909090909090909,11.000000000000002,0.0
Society,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Socios,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
SoftBank,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
SoftWars,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Software,0.00027419797093501506,0.0016451878256100905,0.16666666666666666,6.0,0.0
SolFarm,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
SolRazr,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Solana,0.006580751302440362,0.010693720866465589,0.6153846153846153,1.625,0.0
SolanaPay,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Solanium,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Sold,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Soldier,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Solend,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Solid,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Sologenic,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Soloway,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Solution,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Solutions,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Solv,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Solve,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Some,0.0013709898546750755,0.0005483959418700301,2.5000000000000004,0.39999999999999997,0.0
Someone,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Something,0.0010967918837400603,0.0016451878256100905,0.6666666666666666,1.5,0.0
Sony,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Soon,0.004935563476830271,0.003838771593090211,1.2857142857142856,0.7777777777777778,0.0
Sooner,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Sorry,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
South,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Space,0.0019193857965451055,0.0019193857965451055,1.0,1.0,0.0
SpaceX,0.00027419797093501506,0.0019193857965451055,0.14285714285714285,7.0,0.0
Spain,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Speak,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Special,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Specific,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Speculation,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
Speech,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Speed,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Speeds,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Speedy,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Spell,0.00027419797093501506,0.0013709898546750755,0.19999999999999998,5.000000000000001,0.0
SpellFire,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Spend,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Spent,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Spikes,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Spiking,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Spinny,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Spiral,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Splendid,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Splinterlands,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Split,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Splits,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Sponsor,0.00027419797093501506,0.0013709898546750755,0.19999999999999998,5.000000000000001,0.0
Spook,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
SpookySwap,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Sports,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Spot,0.00027419797093501506,0.0010967918837400603,0.25,4.0,0.0
Spotify,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Spotted,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Spotting,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Spreading,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Spring,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Spy,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Spying,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Square,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Squeeze,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Squid,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Stable,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Stablecoin,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
Stablecoins,0.0010967918837400603,0.0005483959418700301,2.0,0.5,0.0
Stacking,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Stacks,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Staffers,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Stage,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Stagflation,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
Stake,0.0013709898546750755,0.0019193857965451055,0.7142857142857143,1.4,0.0
Staking,0.003564573622155196,0.003838771593090211,0.9285714285714286,1.0769230769230769,0.0
Stall,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Stalling,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Stalls,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
Stance,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Stand,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Standard,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Standby,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Standing,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Standoff,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Stands,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
Stanford,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Stanley,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Star,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Starlink,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Stars,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Starship,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Start,0.0021935837674801205,0.0019193857965451055,1.1428571428571428,0.875,0.0
Started,0.0013709898546750755,0.0010967918837400603,1.2500000000000002,0.7999999999999999,0.0
Starting,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
Starts,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Startup,0.0010967918837400603,0.0013709898546750755,0.7999999999999999,1.2500000000000002,0.0
Startups,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
State,0.0010967918837400603,0.0008225939128050452,1.3333333333333333,0.75,0.0
Statement,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
States,0.0008225939128050452,0.0021935837674801205,0.375,2.6666666666666665,0.0
Station,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Statistics,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Stay,0.0010967918837400603,0.0019193857965451055,0.5714285714285714,1.75,0.0
Staying,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Steady,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Steals,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Steam,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Stellar,0.0005483959418700301,0.0013709898546750755,0.39999999999999997,2.5000000000000004,0.0
Step,0.0008225939128050452,0.0016451878256100905,0.5,2.0,0.0
Stephenson,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Stepping,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Steps,0.00027419797093501506,0.0013709898546750755,0.19999999999999998,5.000000000000001,0.0
Sternlicht,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Steroids,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Steve,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Stick,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Still,0.006580751302440362,0.006854949273375377,0.96,1.0416666666666667,0.0
Stock,0.004387167534960241,0.005758157389635317,0.7619047619047619,1.3125000000000002,0.0
Stocker,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Stocks,0.003564573622155196,0.004387167534960241,0.8125,1.2307692307692306,0.0
Stole,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Stolen,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Stone,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Stop,0.0013709898546750755,0.003016177680285166,0.4545454545454546,2.1999999999999997,0.0
Stopped,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
Stopping,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Stops,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Store,0.0005483959418700301,0.0016451878256100905,0.3333333333333333,3.0,0.0
Stories,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Storm,0.0010967918837400603,0.0008225939128050452,1.3333333333333333,0.75,0.0
Story,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
Strange,0.00027419797093501506,0.0010967918837400603,0.25,4.0,0.0
Strangest,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Stratagems,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Strategic,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Strategies,0.003290375651220181,0.0019193857965451055,1.7142857142857144,0.5833333333333333,0.0
Strategist,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Strategy,0.003838771593090211,0.005209761447765287,0.7368421052631579,1.3571428571428572,0.0
Stream,0.005209761447765287,0.0008225939128050452,6.333333333333334,0.15789473684210525,0.0
Streaming,0.00027419797093501506,0.0016451878256100905,0.16666666666666666,6.0,0.0
Street,0.00027419797093501506,0.0010967918837400603,0.25,4.0,0.0
Strength,0.0008225939128050452,0.0019193857965451055,0.4285714285714286,2.333333333333333,0.0
Strengthening,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Strikes,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Striking,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Strong,0.0005483959418700301,0.004935563476830271,0.11111111111111112,9.0,0.0
Strongblock,0.00027419797093501506,0.0021935837674801205,0.125,8.0,0.0
Stronger,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Strongest,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
Structure,0.0013709898546750755,0.00027419797093501506,5.000000000000001,0.19999999999999998,0.0
Structures,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
Struggles,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Struggling,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Stuck,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Studio,0.0005483959418700301,0.0013709898546750755,0.39999999999999997,2.5000000000000004,0.0
Studios,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Study,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Stumbles,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Stupidest,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Suarez,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Sub,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Subjective,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Subpoenaed,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Subs,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Subscriber,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Subscribers,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Subscriptions,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Subsidies,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Succeed,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Success,0.0005483959418700301,0.0010967918837400603,0.5,2.0,0.0
Successful,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Sudden,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
Suddenly,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Sues,0.00027419797093501506,0.0010967918837400603,0.25,4.0,0.0
Suffering,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Suffers,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Suggests,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Summer,0.00027419797093501506,0.0013709898546750755,0.19999999999999998,5.000000000000001,0.0
Summit,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Sun,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Sundae,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
SundaeSwap,0.003838771593090211,0.00027419797093501506,14.0,0.07142857142857142,0.0
Sunday,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Super,0.0016451878256100905,0.004935563476830271,0.33333333333333337,2.9999999999999996,0.0
SuperFarm,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
SuperGaming,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Superb,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Supercycle,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Superior,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Superpower,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Supplies,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Supply,0.0010967918837400603,0.0013709898546750755,0.7999999999999999,1.2500000000000002,0.0
Support,0.004112969564025226,0.006306553331505347,0.6521739130434783,1.5333333333333334,0.0
Supported,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Supports,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Supremacy,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Surangel,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Sure,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Surfer,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Surfing,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Surge,0.00027419797093501506,0.0013709898546750755,0.19999999999999998,5.000000000000001,0.0
Surges,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Surging,0.0010967918837400603,0.0008225939128050452,1.3333333333333333,0.75,0.0
Surprise,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
Surprised,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
Surprising,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Survey,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Survive,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Surviving,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Suspense,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Sustainable,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Swan,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Swans,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Swap,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
Swapping,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Swift,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Swing,0.00027419797093501506,0.0010967918837400603,0.25,4.0,0.0
Swings,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Switzerland,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Syn,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Syscoin,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
System,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
TA,0.004112969564025226,0.0008225939128050452,5.0,0.2,0.0
TABLOSUNDAKİ,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
TAKE,0.003016177680285166,0.002741979709350151,1.0999999999999999,0.9090909090909092,0.0
TAKEOVER,0.0010967918837400603,0.0008225939128050452,1.3333333333333333,0.75,0.0
TAKES,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
TAKING,0.0016451878256100905,0.0008225939128050452,2.0,0.5,0.0
TALK,0.0008225939128050452,0.0008225939128050452,1.0,1.0,0.0
TALKING,0.0016451878256100905,0.0010967918837400603,1.5,0.6666666666666666,0.0
TALKS,0.0010967918837400603,0.0008225939128050452,1.3333333333333333,0.75,0.0
TAN,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
TANK,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
TANKED,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
TANKING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
TAPROOT,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
TARGET,0.004387167534960241,0.0010967918837400603,4.0,0.25,0.0
TARGETED,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
TARGETING,0.0005483959418700301,0.0010967918837400603,0.5,2.0,0.0
TARGETS,0.0016451878256100905,0.0008225939128050452,2.0,0.5,0.0
TARP,0.0005483959418700301,0.0013709898546750755,0.39999999999999997,2.5000000000000004,0.0
TASTE,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
TAX,0.0005483959418700301,0.0010967918837400603,0.5,2.0,0.0
TAXES,0.0005483959418700301,0.0021935837674801205,0.25,4.0,0.0
TCOIN,0.0005483959418700301,0.0013709898546750755,0.39999999999999997,2.5000000000000004,0.0
TDS,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
TEACHING,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
TEAM,0.0008225939128050452,0.0008225939128050452,1.0,1.0,0.0
TECH,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
TECHNICAL,0.0008225939128050452,0.003016177680285166,0.2727272727272727,3.666666666666667,0.0
TECHNIQUE,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
TELEGRAM,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
TELEVISION,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
TELLING,0.005209761447765287,0.0005483959418700301,9.500000000000002,0.10526315789473682,0.0
TELLS,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
TELSA,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
TENDER,0.0008225939128050452,0.0010967918837400603,0.75,1.3333333333333333,0.0
TENSET,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
TENSIONS,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
TERAREUM,0.00027419797093501506,0.0010967918837400603,0.25,4.0,0.0
TERM,0.0013709898546750755,0.0008225939128050452,1.6666666666666667,0.6,0.0
TERRA,0.0008225939128050452,0.0024677817384151355,0.33333333333333337,2.9999999999999996,0.0
TERRIBLE,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
TERRIFYING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
TESLA,0.003016177680285166,0.003564573622155196,0.8461538461538461,1.1818181818181817,0.0
TESTED,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
TESTING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
TESTS,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
TEZOS,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
TH,0.002741979709350151,0.0008225939128050452,3.3333333333333335,0.3,0.0
THAN,0.004661365505895256,0.0008225939128050452,5.666666666666666,0.17647058823529413,0.0
THANK,0.00027419797093501506,0.0010967918837400603,0.25,4.0,0.0
THANKFUL,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
THANKS,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
THANKSGIVING,0.0008225939128050452,0.0010967918837400603,0.75,1.3333333333333333,0.0
THAT,0.006032355360570332,0.003016177680285166,2.0,0.5,0.0
THE,0.10556621880998081,0.05895256375102824,1.7906976744186047,0.5584415584415584,0.00041188749148586865
THEIR,0.0010967918837400603,0.0005483959418700301,2.0,0.5,0.0
THEM,0.0005483959418700301,0.0010967918837400603,0.5,2.0,0.0
THEN,0.003016177680285166,0.0010967918837400603,2.7500000000000004,0.3636363636363636,0.0
THEORY,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
THERE,0.0010967918837400603,0.0016451878256100905,0.6666666666666666,1.5,0.0
THESE,0.015080888401425829,0.008225939128050452,1.8333333333333333,0.5454545454545454,0.0
THETA,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
THETAN,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
THEY,0.004387167534960241,0.0005483959418700301,8.0,0.125,0.0
THIN,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
THING,0.0010967918837400603,0.0005483959418700301,2.0,0.5,0.0
THINGS,0.0013709898546750755,0.0005483959418700301,2.5000000000000004,0.39999999999999997,0.0
